captured_at,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,359,HYOGONOSUKE,hyogonosuke,PRE 52,52,805441,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21445,https://images.tcggo.com/tcggo/storage/21467/hippopotas-pre-52-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21445,https://www.tcggo.com/external/tcgplayer/21445,Hippopotas,Hippopotas 52,0.02,0.02,23177,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.06,Common,hippopotas,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/hippopotas-52,sv8pt5-52,610407,singles
2026-08-23T17:19:56+02:00,397,Kurata So,kurata-so,PRE 53,53,805442,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,150,21446,https://images.tcggo.com/tcggo/storage/21468/hippowdon-pre-53-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21446,https://www.tcggo.com/external/tcgplayer/21446,Hippowdon,Hippowdon 53,0.02,0.02,19571,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,hippowdon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/hippowdon-53,sv8pt5-53,610408,singles
2026-08-23T17:19:56+02:00,377,Souichirou Gunjima,souichirou-gunjima,PRE 54,54,805443,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,150,21447,https://images.tcggo.com/tcggo/storage/21469/bloodmoon-ursaluna-pre-54-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21447,https://www.tcggo.com/external/tcgplayer/21447,Bloodmoon Ursaluna,Bloodmoon Ursaluna 54,0.08,0.08,10293,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,rare,bloodmoon-ursaluna,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/bloodmoon-ursaluna-54,sv8pt5-54,610409,singles
2026-08-23T17:19:56+02:00,459,GIDORA,gidora,PRE 55,55,805444,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,140,21448,https://images.tcggo.com/tcggo/storage/21470/great-tusk-pre-55-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21448,https://www.tcggo.com/external/tcgplayer/21448,Great Tusk,Great Tusk 55,0.03,0.02,19471,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Uncommon,great-tusk,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/great-tusk-55,sv8pt5-55,610410,singles
2026-08-23T17:19:56+02:00,384,PLANETA Mochizuki,planeta-mochizuki,PRE 56,56,805445,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,220,21449,https://images.tcggo.com/tcggo/storage/21471/sandy-shocks-ex-pre-56-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21449,https://www.tcggo.com/external/tcgplayer/21449,Sandy Shocks ex,Sandy Shocks ex 56,0.59,0.62,1842,EUR,[],,,,,,,,0.13,0.29,0.29,0.21,0.21,0.13,0.05,0.05,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.51,Double Rare,sandy-shocks-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/sandy-shocks-ex-56,sv8pt5-56,610411,singles
2026-08-23T17:19:56+02:00,377,Souichirou Gunjima,souichirou-gunjima,PRE 57,57,805446,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,130,21450,https://images.tcggo.com/tcggo/storage/21472/okidogi-pre-57-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21450,https://www.tcggo.com/external/tcgplayer/21450,Okidogi,Okidogi 57,0.08,0.08,10609,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,rare,okidogi,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/okidogi-57,sv8pt5-57,610412,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 58,58,805447,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,210,21451,https://images.tcggo.com/tcggo/storage/21473/cornerstone-mask-ogerpon-ex-pre-58-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21451,https://www.tcggo.com/external/tcgplayer/21451,Cornerstone Mask Ogerpon ex,Cornerstone Mask Ogerpon ex 58,1.23,1.25,823,EUR,[],,,,,,,,0.45,0.7,0.7,2,2,0.45,0.85,0.85,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.77,Double Rare,cornerstone-mask-ogerpon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/cornerstone-mask-ogerpon-ex-58,sv8pt5-58,610413,singles
2026-08-23T17:19:56+02:00,468,matazo,matazo,PRE 59,59,805448,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,110,21452,https://images.tcggo.com/tcggo/storage/21474/umbreon-pre-59-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21452,https://www.tcggo.com/external/tcgplayer/21452,Umbreon,Umbreon 59,0.33,0.27,4177,EUR,[],,,,,,,,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.59,rare,umbreon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/umbreon-59,sv8pt5-59,610414,singles
2026-08-23T17:19:56+02:00,490,takuyoa,takuyoa,PRE 60,60,805449,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,280,21453,https://images.tcggo.com/tcggo/storage/21475/umbreon-ex-pre-60-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21453,https://www.tcggo.com/external/tcgplayer/21453,Umbreon ex,Umbreon ex 60,7.21,7.93,577,EUR,,,,80,21,129,,35,3,7.99,7.99,4.99,4.99,3,4,4.5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,6.91,Double Rare,umbreon-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/umbreon-ex-60,sv8pt5-60,610415,singles
2026-08-23T17:19:56+02:00,397,Kurata So,kurata-so,PRE 61,61,805450,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,60,21454,https://images.tcggo.com/tcggo/storage/21476/sneasel-pre-61-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21454,https://www.tcggo.com/external/tcgplayer/21454,Sneasel,Sneasel 61,0.02,0.02,19646,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Common,sneasel,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/sneasel-61,sv8pt5-61,610416,singles
2026-08-23T17:19:56+02:00,399,Mékayu,mekayu,PRE 62,62,805451,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,70,21455,https://images.tcggo.com/tcggo/storage/21477/houndour-pre-62-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21455,https://www.tcggo.com/external/tcgplayer/21455,Houndour,Houndour 62,0.02,0.03,22842,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,houndour,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/houndour-62,sv8pt5-62,610417,singles
2026-08-23T17:19:56+02:00,408,kawayoo,kawayoo,PRE 63,63,805452,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,120,21456,https://images.tcggo.com/tcggo/storage/21478/houndoom-pre-63-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21456,https://www.tcggo.com/external/tcgplayer/21456,Houndoom,Houndoom 63,0.03,0.03,13313,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,houndoom,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/houndoom-63,sv8pt5-63,610418,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 64,64,805453,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,340,21457,https://images.tcggo.com/tcggo/storage/21479/tyranitar-ex-pre-64-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21457,https://www.tcggo.com/external/tcgplayer/21457,Tyranitar ex,Tyranitar ex 64,0.87,0.86,1414,EUR,[],,,,,,,,0.04,0.4,0.4,0.65,0.65,0.4,0.95,0.95,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.6,Double Rare,tyranitar-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/tyranitar-ex-64,sv8pt5-64,610419,singles
2026-08-23T17:19:56+02:00,462,hncl,hncl,PRE 65,65,805454,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,140,21458,https://images.tcggo.com/tcggo/storage/21480/roaring-moon-pre-65-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21458,https://www.tcggo.com/external/tcgplayer/21458,Roaring Moon,Roaring Moon 65,0.08,0.07,9207,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,roaring-moon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/roaring-moon-65,sv8pt5-65,610420,singles
2026-08-23T17:19:56+02:00,377,Souichirou Gunjima,souichirou-gunjima,PRE 66,66,805455,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,70,21459,https://images.tcggo.com/tcggo/storage/21481/bronzor-pre-66-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21459,https://www.tcggo.com/external/tcgplayer/21459,Bronzor,Bronzor 66,0.03,0.02,23141,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,Common,bronzor,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/bronzor-66,sv8pt5-66,610421,singles
2026-08-23T17:19:56+02:00,387,Scav,scav,PRE 67,67,805456,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,130,21460,https://images.tcggo.com/tcggo/storage/21482/bronzong-pre-67-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21460,https://www.tcggo.com/external/tcgplayer/21460,Bronzong,Bronzong 67,0.02,0.03,19645,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Uncommon,bronzong,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/bronzong-67,sv8pt5-67,610422,singles
2026-08-23T17:19:56+02:00,471,Tonji Matsuno,tonji-matsuno,PRE 68,68,805457,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,130,21461,https://images.tcggo.com/tcggo/storage/21483/heatran-pre-68-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21461,https://www.tcggo.com/external/tcgplayer/21461,Heatran,Heatran 68,0.02,0.02,19485,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Uncommon,heatran,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/heatran-68,sv8pt5-68,610423,singles
2026-08-23T17:19:56+02:00,436,Takeshi Nakamura,takeshi-nakamura,PRE 69,69,805458,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,130,21462,https://images.tcggo.com/tcggo/storage/21484/duraludon-pre-69-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21462,https://www.tcggo.com/external/tcgplayer/21462,Duraludon,Duraludon 69,0.03,0.04,18933,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,duraludon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/duraludon-69,sv8pt5-69,610424,singles
2026-08-23T17:19:56+02:00,368,Oswaldo KATO,oswaldo-kato,PRE 70,70,805459,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,180,21463,https://images.tcggo.com/tcggo/storage/21485/archaludon-pre-70-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21463,https://www.tcggo.com/external/tcgplayer/21463,Archaludon,Archaludon 70,0.06,0.08,11004,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,rare,archaludon,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/archaludon-70,sv8pt5-70,610425,singles
2026-08-23T17:19:56+02:00,387,Scav,scav,PRE 71,71,805460,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,70,21464,https://images.tcggo.com/tcggo/storage/21486/dreepy-pre-71-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21464,https://www.tcggo.com/external/tcgplayer/21464,Dreepy,Dreepy 71,0.04,0.03,20321,EUR,[],,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,Common,dreepy,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/dreepy-71,sv8pt5-71,610426,singles
2026-08-23T17:19:56+02:00,448,cochi8i,cochi8i,PRE 72,72,805461,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,90,21465,https://images.tcggo.com/tcggo/storage/21487/drakloak-pre-72-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21465,https://www.tcggo.com/external/tcgplayer/21465,Drakloak,Drakloak 72,0.05,0.05,16065,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,Common,drakloak,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/drakloak-72,sv8pt5-72,610427,singles
2026-08-23T17:19:56+02:00,380,5ban Graphics,5ban-graphics,PRE 73,73,805462,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,320,21466,https://images.tcggo.com/tcggo/storage/21488/dragapult-ex-pre-73-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21466,https://www.tcggo.com/external/tcgplayer/21466,Dragapult ex,Dragapult ex 73,1.33,1.33,780,EUR,[],,,,,,,,0.43,0.5,0.5,2,2,0.43,0.95,0.95,0.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.96,Double Rare,dragapult-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/dragapult-ex-73,sv8pt5-73,610428,singles
2026-08-23T17:19:56+02:00,362,Naoyo Kimura,naoyo-kimura,PRE 74,74,805463,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,50,21467,https://images.tcggo.com/tcggo/storage/21489/eevee-pre-74-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21467,https://www.tcggo.com/external/tcgplayer/21467,Eevee,Eevee 74,0.09,0.1,17888,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,Common,eevee,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/eevee-74-1,sv8pt5-74,610429,singles
2026-08-23T17:19:56+02:00,371,aky CG Works,aky-cg-works,PRE 75,75,805465,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,200,21468,https://images.tcggo.com/tcggo/storage/21490/eevee-ex-pre-75-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21468,https://www.tcggo.com/external/tcgplayer/21468,Eevee ex,Eevee ex 75,6.28,6.28,545,EUR,[],,,,,,,,5,6,7.3,5.45,5.45,5,3.5,3.5,2.24,2.24,USD,,,,,,,,,,,,,,,,,,,74,5,6.99,1,,,16.5,5,,,70,1,,,,,14.75,2,EUR,4.99,Double Rare,eevee-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/eevee-ex-75,sv8pt5-75,610430,singles
2026-08-23T17:19:56+02:00,489,N-DESIGN Inc.,n-design-inc,PRE 76,76,805466,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,260,21469,https://images.tcggo.com/tcggo/storage/21491/snorlax-ex-pre-76-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21469,https://www.tcggo.com/external/tcgplayer/21469,Snorlax ex,Snorlax ex 76,1.41,1.54,892,EUR,[],,,,,,,,0.4,0.8,0.89,0.7,0.7,0.4,0.8,0.89,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.46,Double Rare,snorlax-ex,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/snorlax-ex-76,sv8pt5-76,610431,singles
2026-08-23T17:19:56+02:00,784,Nakamura Ippan,nakamura-ippan,PRE 77,77,805467,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,80,21470,https://images.tcggo.com/tcggo/storage/21492/hoothoot-pre-77-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21470,https://www.tcggo.com/external/tcgplayer/21470,Hoothoot,Hoothoot 77,0.03,0.03,21648,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,Common,hoothoot,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/hoothoot-77,sv8pt5-77,610432,singles
2026-08-23T17:19:56+02:00,468,matazo,matazo,PRE 78,78,805468,131,180,PRE,Pokémon,pokemon,212,https://images.tcggo.com/tcggo/storage/21414/prismatic-evolutions-logo.png,Prismatic Evolutions,EUR,3670.24,EUR,4269.05,2025-01-17,1,Scarlet & Violet,scarlet-violet,prismatic-evolutions,100,21471,https://images.tcggo.com/tcggo/storage/21493/noctowl-pre-78-prismatic-evolutions.png,https://www.tcggo.com/external/cm/21471,https://www.tcggo.com/external/tcgplayer/21471,Noctowl,Noctowl 78,0.11,0.08,8708,EUR,[],,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,rare,noctowl,Pokémon,https://www.tcggo.com/pokemon/prismatic-evolutions/noctowl-78,sv8pt5-78,610433,singles
