captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs10black,prices.cardmarket.graded.bgs.bgs10pristine,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:19:56+02:00,,451,Mugi Hamada,mugi-hamada,DRI 127,127,826001,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22203,https://images.tcggo.com/tcggo/storage/22232/team-rockets-murkrow-dri-127-destined-rivals.png,https://www.tcggo.com/external/cm/22203,https://www.tcggo.com/external/tcgplayer/22203,Team Rocket's Murkrow,Team Rocket's Murkrow 127,0.06,0.06,7708,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.33,0.17,Uncommon,team-rockets-murkrow,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-murkrow-127,sv10-127,632935,singles
2026-08-23T17:19:56+02:00,,459,GIDORA,gidora,DRI 128,128,826002,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,80,22204,https://images.tcggo.com/tcggo/storage/22233/team-rockets-sneasel-dri-128-destined-rivals.png,https://www.tcggo.com/external/cm/22204,https://www.tcggo.com/external/tcgplayer/22204,Team Rocket's Sneasel,Team Rocket's Sneasel 128,0.08,0.08,9632,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.17,rare,team-rockets-sneasel,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-sneasel-128,sv10-128,632936,singles
2026-08-23T17:19:56+02:00,,417,satoma,satoma,DRI 129,129,826003,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22205,https://images.tcggo.com/tcggo/storage/22234/cynthias-spiritomb-dri-129-destined-rivals.png,https://www.tcggo.com/external/cm/22205,https://www.tcggo.com/external/tcgplayer/22205,Cynthia's Spiritomb,Cynthia's Spiritomb 129,0.06,0.04,8683,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,cynthias-spiritomb,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/cynthias-spiritomb-129,sv10-129,632937,singles
2026-08-23T17:19:56+02:00,,470,REND,rend,DRI 130,130,826004,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,60,22206,https://images.tcggo.com/tcggo/storage/22235/marnies-purrloin-dri-130-destined-rivals.png,https://www.tcggo.com/external/cm/22206,https://www.tcggo.com/external/tcgplayer/22206,Marnie's Purrloin,Marnie's Purrloin 130,0.03,0.03,6646,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.13,Common,marnies-purrloin,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-purrloin-130,sv10-130,632938,singles
2026-08-23T17:19:56+02:00,,447,Hasuno,hasuno,DRI 131,131,826005,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,100,22207,https://images.tcggo.com/tcggo/storage/22236/marnies-liepard-dri-131-destined-rivals.png,https://www.tcggo.com/external/cm/22207,https://www.tcggo.com/external/tcgplayer/22207,Marnie's Liepard,Marnie's Liepard 131,0.03,0.04,10475,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.12,Uncommon,marnies-liepard,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-liepard-131,sv10-131,632939,singles
2026-08-23T17:19:56+02:00,,385,Teeziro,teeziro,DRI 132,132,826006,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22208,https://images.tcggo.com/tcggo/storage/22237/marnies-scraggy-dri-132-destined-rivals.png,https://www.tcggo.com/external/cm/22208,https://www.tcggo.com/external/tcgplayer/22208,Marnie's Scraggy,Marnie's Scraggy 132,0.03,0.04,7026,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.1,Common,marnies-scraggy,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-scraggy-132,sv10-132,632940,singles
2026-08-23T17:19:56+02:00,,439,Kazumasa Yasukuni,kazumasa-yasukuni,DRI 133,133,826007,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22209,https://images.tcggo.com/tcggo/storage/22238/marnies-scrafty-dri-133-destined-rivals.png,https://www.tcggo.com/external/cm/22209,https://www.tcggo.com/external/tcgplayer/22209,Marnie's Scrafty,Marnie's Scrafty 133,0.03,0.03,10546,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.1,Uncommon,marnies-scrafty,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-scrafty-133,sv10-133,632941,singles
2026-08-23T17:19:56+02:00,,382,KEIICHIRO ITO,keiichiro-ito,DRI 134,134,826008,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22210,https://images.tcggo.com/tcggo/storage/22239/marnies-impidimp-dri-134-destined-rivals.png,https://www.tcggo.com/external/cm/22210,https://www.tcggo.com/external/tcgplayer/22210,Marnie's Impidimp,Marnie's Impidimp 134,0.05,0.04,11624,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,marnies-impidimp,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-impidimp-134,sv10-134,632942,singles
2026-08-23T17:19:56+02:00,,536,NC Empire,nc-empire,DRI 135,135,826009,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,100,22211,https://images.tcggo.com/tcggo/storage/22240/marnies-morgrem-dri-135-destined-rivals.png,https://www.tcggo.com/external/cm/22211,https://www.tcggo.com/external/tcgplayer/22211,Marnie's Morgrem,Marnie's Morgrem 135,0.05,0.05,8501,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Uncommon,marnies-morgrem,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-morgrem-135,sv10-135,632943,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,DRI 136,136,826010,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,320,22212,https://images.tcggo.com/tcggo/storage/22241/marnies-grimmsnarl-ex-dri-136-destined-rivals.png,https://www.tcggo.com/external/cm/22212,https://www.tcggo.com/external/tcgplayer/22212,Marnie's Grimmsnarl ex,Marnie's Grimmsnarl ex 136,0.65,0.72,2946,EUR,[],,,,,,,,,,,0.1,0.1,0.15,0.4,0.4,0.1,0.4,0.4,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.63,0.79,Double Rare,marnies-grimmsnarl-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-grimmsnarl-ex-136,sv10-136,630823,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,DRI 137,137,826011,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22213,https://images.tcggo.com/tcggo/storage/22242/marnies-morpeko-dri-137-destined-rivals.png,https://www.tcggo.com/external/cm/22213,https://www.tcggo.com/external/tcgplayer/22213,Marnie's Morpeko,Marnie's Morpeko 137,0.04,0.04,6208,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.14,Common,marnies-morpeko,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/marnies-morpeko-137,sv10-137,632944,singles
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,DRI 138,138,826012,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22214,https://images.tcggo.com/tcggo/storage/22243/arvens-maschiff-dri-138-destined-rivals.png,https://www.tcggo.com/external/cm/22214,https://www.tcggo.com/external/tcgplayer/22214,Arven's Maschiff,Arven's Maschiff 138,0.03,0.03,16263,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,0.09,Common,arvens-maschiff,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/arvens-maschiff-138,sv10-138,632945,singles
2026-08-23T17:19:56+02:00,,430,akagi,akagi,DRI 139,139,826013,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,270,22215,https://images.tcggo.com/tcggo/storage/22244/arvens-mabosstiff-ex-dri-139-destined-rivals.png,https://www.tcggo.com/external/cm/22215,https://www.tcggo.com/external/tcgplayer/22215,Arven's Mabosstiff ex,Arven's Mabosstiff ex 139,0.38,0.35,3445,EUR,[],,,,,,,,,,,0.05,0.1,0.1,0.1,0.1,0.05,0.15,0.15,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.46,0.56,Double Rare,arvens-mabosstiff-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/arvens-mabosstiff-ex-139,sv10-139,632946,singles
2026-08-23T17:19:56+02:00,,779,Wintr Wandr,wintr-wandr,DRI 140,140,826014,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22216,https://images.tcggo.com/tcggo/storage/22245/forretress-dri-140-destined-rivals.png,https://www.tcggo.com/external/cm/22216,https://www.tcggo.com/external/tcgplayer/22216,Forretress,Forretress 140,0.04,0.03,10130,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.1,Uncommon,forretress,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/forretress-140,sv10-140,632947,singles
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,DRI 141,141,826015,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,110,22217,https://images.tcggo.com/tcggo/storage/22246/skarmory-dri-141-destined-rivals.png,https://www.tcggo.com/external/cm/22217,https://www.tcggo.com/external/tcgplayer/22217,Skarmory,Skarmory 141,0.04,0.03,9529,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.1,Common,skarmory,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/skarmory-141,sv10-141,632948,singles
2026-08-23T17:19:56+02:00,,395,Nisota Niso,nisota-niso,DRI 142,142,826016,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22218,https://images.tcggo.com/tcggo/storage/22247/stevens-skarmory-dri-142-destined-rivals.png,https://www.tcggo.com/external/cm/22218,https://www.tcggo.com/external/tcgplayer/22218,Steven's Skarmory,Steven's Skarmory 142,0.04,0.03,9534,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Common,stevens-skarmory,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-skarmory-142,sv10-142,632949,singles
2026-08-23T17:19:56+02:00,,436,Takeshi Nakamura,takeshi-nakamura,DRI 143,143,826017,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22219,https://images.tcggo.com/tcggo/storage/22248/stevens-beldum-dri-143-destined-rivals.png,https://www.tcggo.com/external/cm/22219,https://www.tcggo.com/external/tcgplayer/22219,Steven's Beldum,Steven's Beldum 143,0.04,0.05,15452,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.15,Common,stevens-beldum,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-beldum-143,sv10-143,632950,singles
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,DRI 144,144,826018,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,100,22220,https://images.tcggo.com/tcggo/storage/22249/stevens-metang-dri-144-destined-rivals.png,https://www.tcggo.com/external/cm/22220,https://www.tcggo.com/external/tcgplayer/22220,Steven's Metang,Steven's Metang 144,0.05,0.06,9309,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.16,Uncommon,stevens-metang,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-metang-144,sv10-144,632951,singles
2026-08-23T17:19:56+02:00,,384,PLANETA Mochizuki,planeta-mochizuki,DRI 145,145,826019,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,340,22221,https://images.tcggo.com/tcggo/storage/22250/stevens-metagross-ex-dri-145-destined-rivals.png,https://www.tcggo.com/external/cm/22221,https://www.tcggo.com/external/tcgplayer/22221,Steven's Metagross ex,Steven's Metagross ex 145,1.98,0.7,2754,EUR,[],,,,,,,,,,,0.02,0.15,0.15,0.2,0.2,0.02,0.44,0.44,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.73,0.76,Double Rare,stevens-metagross-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/stevens-metagross-ex-145,sv10-145,630824,singles
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,DRI 146,146,826020,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22222,https://images.tcggo.com/tcggo/storage/22251/zamazenta-dri-146-destined-rivals.png,https://www.tcggo.com/external/cm/22222,https://www.tcggo.com/external/tcgplayer/22222,Zamazenta,Zamazenta 146,0.05,0.05,10273,EUR,[],,,,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.28,0.13,rare,zamazenta,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/zamazenta-146,sv10-146,632952,singles
2026-08-23T17:19:56+02:00,,422,Dsuke,dsuke,DRI 147,147,826021,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,50,22223,https://images.tcggo.com/tcggo/storage/22252/team-rockets-rattata-dri-147-destined-rivals.png,https://www.tcggo.com/external/cm/22223,https://www.tcggo.com/external/tcgplayer/22223,Team Rocket's Rattata,Team Rocket's Rattata 147,0.03,0.04,15734,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.09,Common,team-rockets-rattata,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-rattata-147,sv10-147,632953,singles
2026-08-23T17:19:56+02:00,,419,Uninori,uninori,DRI 148,148,826022,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,90,22224,https://images.tcggo.com/tcggo/storage/22253/team-rockets-raticate-dri-148-destined-rivals.png,https://www.tcggo.com/external/cm/22224,https://www.tcggo.com/external/tcgplayer/22224,Team Rocket's Raticate,Team Rocket's Raticate 148,0.04,0.06,8835,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Common,team-rockets-raticate,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-raticate-148,sv10-148,632954,singles
2026-08-23T17:19:56+02:00,,520,Megumi Mizutani,megumi-mizutani,DRI 149,149,826023,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,70,22225,https://images.tcggo.com/tcggo/storage/22254/team-rockets-meowth-dri-149-destined-rivals.png,https://www.tcggo.com/external/cm/22225,https://www.tcggo.com/external/tcgplayer/22225,Team Rocket's Meowth,Team Rocket's Meowth 149,0.05,0.05,14822,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.14,Common,team-rockets-meowth,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-meowth-149,sv10-149,630825,singles
2026-08-23T17:19:56+02:00,,380,5ban Graphics,5ban-graphics,DRI 150,150,826024,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,260,22226,https://images.tcggo.com/tcggo/storage/22255/team-rockets-persian-ex-dri-150-destined-rivals.png,https://www.tcggo.com/external/cm/22226,https://www.tcggo.com/external/tcgplayer/22226,Team Rocket's Persian ex,Team Rocket's Persian ex 150,0.54,0.53,2754,EUR,[],,,,,,,,,,,0.25,0.19,0.19,0.25,0.25,0.25,0.3,0.3,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.48,0.68,Double Rare,team-rockets-persian-ex,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/team-rockets-persian-ex-150,sv10-150,632955,singles
2026-08-23T17:19:56+02:00,,379,Sanosuke Sakuma,sanosuke-sakuma,DRI 151,151,826025,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,120,22227,https://images.tcggo.com/tcggo/storage/22256/kangaskhan-dri-151-destined-rivals.png,https://www.tcggo.com/external/cm/22227,https://www.tcggo.com/external/tcgplayer/22227,Kangaskhan,Kangaskhan 151,0.04,0.04,8831,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,kangaskhan,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/kangaskhan-151,sv10-151,632956,singles
2026-08-23T17:19:56+02:00,,495,yuu,yuu,DRI 152,152,826026,182,244,DRI,Pokémon,pokemon,221,https://images.tcggo.com/tcggo/storage/22104/destined-rivals-logo.png,Destined Rivals,EUR,1669.96,EUR,1598.93,2025-05-30,1,Scarlet & Violet,scarlet-violet,destined-rivals,130,22228,https://images.tcggo.com/tcggo/storage/22257/tauros-dri-152-destined-rivals.png,https://www.tcggo.com/external/cm/22228,https://www.tcggo.com/external/tcgplayer/22228,Tauros,Tauros 152,0.04,0.04,8969,EUR,[],,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.1,Common,tauros,Pokémon,https://www.tcggo.com/pokemon/destined-rivals/tauros-152,sv10-152,632957,singles
