captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-23T17:06:43+02:00,,387,Scav,scav,ASC 147,147,869758,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31598,https://images.tcggo.com/tcggo/storage/31931/bisharp-asc-147-ascended-heroes.png,https://www.tcggo.com/external/cm/31598,https://www.tcggo.com/external/tcgplayer/31598,Bisharp,Bisharp 147,,0.03,0.03,5142,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.85,Common,bisharp,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/bisharp-147,me2pt5-147,675959,singles
2026-08-23T17:06:43+02:00,,385,Teeziro,teeziro,ASC 148,148,869759,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,170,31599,https://images.tcggo.com/tcggo/storage/31950/kingambit-asc-148-ascended-heroes.png,https://www.tcggo.com/external/cm/31599,https://www.tcggo.com/external/tcgplayer/31599,Kingambit,Kingambit 148,,0.05,0.05,6271,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.11,rare,kingambit,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/kingambit-148,me2pt5-148,675960,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 149,149,869760,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,190,31600,https://images.tcggo.com/tcggo/storage/31969/togedemaru-ex-asc-149-ascended-heroes.png,https://www.tcggo.com/external/cm/31600,https://www.tcggo.com/external/tcgplayer/31600,Togedemaru ex,Togedemaru ex 149,,0.63,0.67,1357,EUR,[],0.24,0.19,0.19,0.19,0.19,0.25,0.35,0.35,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,Double Rare,togedemaru-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/togedemaru-ex-149,me2pt5-149,675961,singles
2026-08-23T17:06:43+02:00,,359,HYOGONOSUKE,hyogonosuke,ASC 150,150,869761,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,80,31601,https://images.tcggo.com/tcggo/storage/31988/dratini-asc-150-ascended-heroes.png,https://www.tcggo.com/external/cm/31601,https://www.tcggo.com/external/tcgplayer/31601,Dratini,Dratini 150,,0.04,0.04,9889,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,dratini,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/dratini-150,me2pt5-150,675962,singles
2026-08-23T17:06:43+02:00,,396,Gemi,gemi,ASC 151,151,869762,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31602,https://images.tcggo.com/tcggo/storage/32007/dragonair-asc-151-ascended-heroes.png,https://www.tcggo.com/external/cm/31602,https://www.tcggo.com/external/tcgplayer/31602,Dragonair,Dragonair 151,,0.06,0.05,6701,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.17,Uncommon,dragonair,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/dragonair-151,me2pt5-151,675963,singles
2026-08-23T17:06:43+02:00,,371,aky CG Works,aky-cg-works,ASC 152,152,869763,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,370,31603,https://images.tcggo.com/tcggo/storage/32025/mega-dragonite-ex-asc-152-ascended-heroes.png,https://www.tcggo.com/external/cm/31603,https://www.tcggo.com/external/tcgplayer/31603,Mega Dragonite ex,Mega Dragonite ex 152,,3.39,3.27,611,EUR,[],2.3,3,2.99,3.99,3.99,2.3,2.5,2.5,0.95,0.95,USD,,,,,,,,,,,,,,,33.25,1,,,,,,,,,,,,,,,,,,,,,,,EUR,3.96,Double Rare,mega-dragonite-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mega-dragonite-ex-152,me2pt5-152,675964,singles
2026-08-23T17:06:43+02:00,,405,nagimiso,nagimiso,ASC 153,153,869764,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31604,https://images.tcggo.com/tcggo/storage/31749/rayquaza-asc-153-ascended-heroes.png,https://www.tcggo.com/external/cm/31604,https://www.tcggo.com/external/tcgplayer/31604,Rayquaza,Rayquaza 153,,0.14,0.12,4019,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,rare,rayquaza,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/rayquaza-153,me2pt5-153,675965,singles
2026-08-23T17:06:43+02:00,,403,rika,rika,ASC 154,154,869765,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,130,31605,https://images.tcggo.com/tcggo/storage/31767/ns-reshiram-asc-154-ascended-heroes.png,https://www.tcggo.com/external/cm/31605,https://www.tcggo.com/external/tcgplayer/31605,N's Reshiram,N's Reshiram 154,,0.08,0.09,4718,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,rare,ns-reshiram,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ns-reshiram-154,me2pt5-154,675966,singles
2026-08-23T17:06:43+02:00,,434,AKIRA EGAWA,akira-egawa,ASC 155,155,869766,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,130,31606,https://images.tcggo.com/tcggo/storage/31785/ns-zekrom-asc-155-ascended-heroes.png,https://www.tcggo.com/external/cm/31606,https://www.tcggo.com/external/tcgplayer/31606,N's Zekrom,N's Zekrom 155,,0.16,0.18,3320,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,rare,ns-zekrom,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/ns-zekrom-155,me2pt5-155,675967,singles
2026-08-23T17:06:43+02:00,,821,Eri Kamei,eri-kamei,ASC 156,156,869767,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31607,https://images.tcggo.com/tcggo/storage/31803/noibat-asc-156-ascended-heroes.png,https://www.tcggo.com/external/cm/31607,https://www.tcggo.com/external/tcgplayer/31607,Noibat,Noibat 156,,0.04,0.03,5308,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.08,Common,noibat,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/noibat-156,me2pt5-156,675968,singles
2026-08-23T17:06:43+02:00,,501,Natsumi Miyanose,natsumi-miyanose,ASC 157,157,869768,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,120,31608,https://images.tcggo.com/tcggo/storage/31821/noivern-asc-157-ascended-heroes.png,https://www.tcggo.com/external/cm/31608,https://www.tcggo.com/external/tcgplayer/31608,Noivern,Noivern 157,,0.03,0.03,8364,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.04,Uncommon,noivern,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/noivern-157,me2pt5-157,675969,singles
2026-08-23T17:06:43+02:00,,387,Scav,scav,ASC 158,158,869769,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31609,https://images.tcggo.com/tcggo/storage/31839/dreepy-asc-158-ascended-heroes.png,https://www.tcggo.com/external/cm/31609,https://www.tcggo.com/external/tcgplayer/31609,Dreepy,Dreepy 158,,0.05,0.06,10342,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.13,Common,dreepy,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/dreepy-158,me2pt5-158,675970,singles
2026-08-23T17:06:43+02:00,,448,cochi8i,cochi8i,ASC 159,159,869770,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31610,https://images.tcggo.com/tcggo/storage/31857/drakloak-asc-159-ascended-heroes.png,https://www.tcggo.com/external/cm/31610,https://www.tcggo.com/external/tcgplayer/31610,Drakloak,Drakloak 159,,0.05,0.05,4478,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.15,Common,drakloak,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/drakloak-159,me2pt5-159,675971,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 160,160,869771,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,320,31611,https://images.tcggo.com/tcggo/storage/31875/dragapult-ex-asc-160-ascended-heroes.png,https://www.tcggo.com/external/cm/31611,https://www.tcggo.com/external/tcgplayer/31611,Dragapult ex,Dragapult ex 160,,14.81,16.83,86,EUR,[],0.4,0.74,0.8,2.5,2.5,0.4,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.87,Double Rare,dragapult-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/dragapult-ex-160,me2pt5-160,675972,singles
2026-08-23T17:06:43+02:00,,520,Megumi Mizutani,megumi-mizutani,ASC 161,161,869772,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31612,https://images.tcggo.com/tcggo/storage/31894/team-rockets-meowth-asc-161-ascended-heroes.png,https://www.tcggo.com/external/cm/31612,https://www.tcggo.com/external/tcgplayer/31612,Team Rocket's Meowth,Team Rocket's Meowth 161,,0.03,0.02,10987,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,Common,team-rockets-meowth,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-meowth-161,me2pt5-161,675973,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 162,162,869773,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,230,31613,https://images.tcggo.com/tcggo/storage/31913/team-rockets-kangaskhan-ex-asc-162-ascended-heroes.png,https://www.tcggo.com/external/cm/31613,https://www.tcggo.com/external/tcgplayer/31613,Team Rocket's Kangaskhan ex,Team Rocket's Kangaskhan ex 162,,0.88,0.87,1018,EUR,[],0.39,0.29,0.29,0.5,0.5,0.5,0.25,0.3,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.66,Double Rare,team-rockets-kangaskhan-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/team-rockets-kangaskhan-ex-162,me2pt5-162,675974,singles
2026-08-23T17:06:43+02:00,,507,0313,0313,ASC 163,163,869774,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31614,https://images.tcggo.com/tcggo/storage/31932/larrys-dunsparce-asc-163-ascended-heroes.png,https://www.tcggo.com/external/cm/31614,https://www.tcggo.com/external/tcgplayer/31614,Larry's Dunsparce,Larry's Dunsparce 163,,0.04,0.04,5190,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,Common,larrys-dunsparce,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-dunsparce-163,me2pt5-163,675975,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 164,164,869775,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,270,31615,https://images.tcggo.com/tcggo/storage/31951/larrys-dudunsparce-ex-asc-164-ascended-heroes.png,https://www.tcggo.com/external/cm/31615,https://www.tcggo.com/external/tcgplayer/31615,Larry's Dudunsparce ex,Larry's Dudunsparce ex 164,,0.6,0.61,1336,EUR,[],0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.25,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.54,Double Rare,larrys-dudunsparce-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-dudunsparce-ex-164,me2pt5-164,675976,singles
2026-08-23T17:06:43+02:00,,829,Yoko Hishida,yoko-hishida,ASC 165,165,869776,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31616,https://images.tcggo.com/tcggo/storage/31970/skitty-asc-165-ascended-heroes.png,https://www.tcggo.com/external/cm/31616,https://www.tcggo.com/external/tcgplayer/31616,Skitty,Skitty 165,,0.03,0.03,10958,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.14,Common,skitty,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/skitty-165,me2pt5-165,675977,singles
2026-08-23T17:06:43+02:00,,770,buchi,buchi,ASC 166,166,869777,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,100,31617,https://images.tcggo.com/tcggo/storage/31989/delcatty-asc-166-ascended-heroes.png,https://www.tcggo.com/external/cm/31617,https://www.tcggo.com/external/tcgplayer/31617,Delcatty,Delcatty 166,,0.03,0.03,8150,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.04,Uncommon,delcatty,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/delcatty-166,me2pt5-166,675978,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 167,167,869778,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,200,31618,https://images.tcggo.com/tcggo/storage/32008/zangoose-ex-asc-167-ascended-heroes.png,https://www.tcggo.com/external/cm/31618,https://www.tcggo.com/external/tcgplayer/31618,Zangoose ex,Zangoose ex 167,,0.69,0.75,1009,EUR,[],0.1,0.19,0.19,0.3,0.3,0.2,0.4,0.5,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.5,Double Rare,zangoose-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/zangoose-ex-167,me2pt5-167,675979,singles
2026-08-23T17:06:43+02:00,,501,Natsumi Miyanose,natsumi-miyanose,ASC 168,168,869779,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,60,31619,https://images.tcggo.com/tcggo/storage/32026/larrys-starly-asc-168-ascended-heroes.png,https://www.tcggo.com/external/cm/31619,https://www.tcggo.com/external/tcgplayer/31619,Larry's Starly,Larry's Starly 168,,0.03,0.03,11052,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.06,Common,larrys-starly,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-starly-168,me2pt5-168,675980,singles
2026-08-23T17:06:43+02:00,,469,Fujimoto Gold,fujimoto-gold,ASC 169,169,869780,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,90,31620,https://images.tcggo.com/tcggo/storage/31750/larrys-staravia-asc-169-ascended-heroes.png,https://www.tcggo.com/external/cm/31620,https://www.tcggo.com/external/tcgplayer/31620,Larry's Staravia,Larry's Staravia 169,,0.03,0.03,8023,EUR,[],0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.06,Uncommon,larrys-staravia,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-staravia-169,me2pt5-169,675981,singles
2026-08-23T17:06:43+02:00,,532,Po-Suzuki,po-suzuki,ASC 170,170,869781,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,150,31621,https://images.tcggo.com/tcggo/storage/31768/larrys-staraptor-asc-170-ascended-heroes.png,https://www.tcggo.com/external/cm/31621,https://www.tcggo.com/external/tcgplayer/31621,Larry's Staraptor,Larry's Staraptor 170,,0.05,0.05,6380,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.12,rare,larrys-staraptor,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-staraptor-170,me2pt5-170,675982,singles
2026-08-23T17:06:43+02:00,,364,Toshinao Aoki,toshinao-aoki,ASC 171,171,869782,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31622,https://images.tcggo.com/tcggo/storage/31786/fan-rotom-asc-171-ascended-heroes.png,https://www.tcggo.com/external/cm/31622,https://www.tcggo.com/external/tcgplayer/31622,Fan Rotom,Fan Rotom 171,,0.04,0.04,5144,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.1,Common,fan-rotom,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/fan-rotom-171,me2pt5-171,675983,singles
2026-08-23T17:06:43+02:00,,380,5ban Graphics,5ban-graphics,ASC 172,172,869783,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,270,31623,https://images.tcggo.com/tcggo/storage/31804/mega-audino-ex-asc-172-ascended-heroes.png,https://www.tcggo.com/external/cm/31623,https://www.tcggo.com/external/tcgplayer/31623,Mega Audino ex,Mega Audino ex 172,,1.07,1.01,716,EUR,[],0.5,0.45,0.55,1,1,0.8,0.85,0.85,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.92,Double Rare,mega-audino-ex,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/mega-audino-ex-172,me2pt5-172,675984,singles
2026-08-23T17:06:43+02:00,,448,cochi8i,cochi8i,ASC 173,173,869784,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,70,31624,https://images.tcggo.com/tcggo/storage/31822/larrys-rufflet-asc-173-ascended-heroes.png,https://www.tcggo.com/external/cm/31624,https://www.tcggo.com/external/tcgplayer/31624,Larry's Rufflet,Larry's Rufflet 173,,0.03,0.03,5275,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.09,Common,larrys-rufflet,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-rufflet-173,me2pt5-173,675985,singles
2026-08-23T17:06:43+02:00,,518,Ryuta Fuse,ryuta-fuse,ASC 174,174,869785,217,295,ASC,Pokémon,pokemon,396,https://images.tcggo.com/tcggo/storage/34000/ascended_heroes.png,Ascended Heroes,EUR,4747.06,EUR,5013.47,2026-01-30,17,Mega Evolution,mega-evolution,ascended-heroes,130,31625,https://images.tcggo.com/tcggo/storage/31840/larrys-braviary-asc-174-ascended-heroes.png,https://www.tcggo.com/external/cm/31625,https://www.tcggo.com/external/tcgplayer/31625,Larry's Braviary,Larry's Braviary 174,,0.03,0.03,8119,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.07,Uncommon,larrys-braviary,Pokémon,https://www.tcggo.com/pokemon/ascended-heroes/larrys-braviary-174,me2pt5-174,675986,singles
