captured_at,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.graded.bgs.bgs10,prices.cardmarket.graded.bgs.bgs8,prices.cardmarket.graded.bgs.bgs9,prices.cardmarket.graded.cgc.cgc10,prices.cardmarket.graded.cgc.cgc9,prices.cardmarket.graded.psa.psa10,prices.cardmarket.graded.psa.psa8,prices.cardmarket.graded.psa.psa9,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.7.median_price,prices.ebay.graded.ace.7.sample_size,prices.ebay.graded.ace.8.median_price,prices.ebay.graded.ace.8.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.ars.10.median_price,prices.ebay.graded.ars.10.sample_size,prices.ebay.graded.bgs.10.median_price,prices.ebay.graded.bgs.10.sample_size,prices.ebay.graded.bgs.8.median_price,prices.ebay.graded.bgs.8.sample_size,prices.ebay.graded.bgs.9.median_price,prices.ebay.graded.bgs.9.sample_size,prices.ebay.graded.cgc.10.median_price,prices.ebay.graded.cgc.10.sample_size,prices.ebay.graded.cgc.7.median_price,prices.ebay.graded.cgc.7.sample_size,prices.ebay.graded.cgc.8.median_price,prices.ebay.graded.cgc.8.sample_size,prices.ebay.graded.cgc.9.median_price,prices.ebay.graded.cgc.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.ebay.graded.psa.7.median_price,prices.ebay.graded.psa.7.sample_size,prices.ebay.graded.psa.8.median_price,prices.ebay.graded.psa.8.sample_size,prices.ebay.graded.psa.9.median_price,prices.ebay.graded.psa.9.sample_size,prices.ebay.graded.sgc.10.median_price,prices.ebay.graded.sgc.10.sample_size,prices.ebay.graded.sgc.7.median_price,prices.ebay.graded.sgc.7.sample_size,prices.ebay.graded.sgc.8.median_price,prices.ebay.graded.sgc.8.sample_size,prices.ebay.graded.sgc.9.median_price,prices.ebay.graded.sgc.9.sample_size,prices.ebay.graded.tag.10.median_price,prices.ebay.graded.tag.10.sample_size,prices.ebay.graded.tag.7.median_price,prices.ebay.graded.tag.7.sample_size,prices.ebay.graded.tag.8.median_price,prices.ebay.graded.tag.8.sample_size,prices.ebay.graded.tag.9.median_price,prices.ebay.graded.tag.9.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,prices.tcg_player.mid_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type,version
2026-08-23T17:19:56+02:00,,463,Naoki Saito,naoki-saito,MEW 53,53,733648,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,110,2536,https://images.tcggo.com/tcggo/storage/2550/persian-mew-53-151-pokemon.png,https://www.tcggo.com/external/cm/2536,https://www.tcggo.com/external/tcgplayer/2536,Persian,Persian 53,0.06,0.06,10690,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.23,0.13,Uncommon,persian,Pokémon,https://www.tcggo.com/pokemon/151/persian-53,sv3pt5-53,516223,singles,
2026-08-23T17:19:56+02:00,,460,Atsushi Furusawa,atsushi-furusawa,MEW 59,59,733654,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,150,2537,https://images.tcggo.com/tcggo/storage/2551/arcanine-mew-59-151-pokemon.png,https://www.tcggo.com/external/cm/2537,https://www.tcggo.com/external/tcgplayer/2537,Arcanine,Arcanine 59,0.08,0.07,9132,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.31,0.15,Uncommon,arcanine,Pokémon,https://www.tcggo.com/pokemon/151/arcanine-59,sv3pt5-59,516248,singles,
2026-08-23T17:19:56+02:00,,398,Taira Akitsu,taira-akitsu,MEW 54,54,733649,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2538,https://images.tcggo.com/tcggo/storage/2552/psyduck-mew-54-151-pokemon.png,https://www.tcggo.com/external/cm/2538,https://www.tcggo.com/external/tcgplayer/2538,Psyduck,Psyduck 54,0.07,0.07,10406,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.61,0.17,Common,psyduck,Pokémon,https://www.tcggo.com/pokemon/151/psyduck-54,sv3pt5-54,516231,singles,
2026-08-23T17:19:56+02:00,,397,Kurata So,kurata-so,MEW 60,60,733655,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2539,https://images.tcggo.com/tcggo/storage/2553/poliwag-mew-60-151-pokemon.png,https://www.tcggo.com/external/cm/2539,https://www.tcggo.com/external/tcgplayer/2539,Poliwag,Poliwag 60,0.05,0.05,14595,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Common,poliwag,Pokémon,https://www.tcggo.com/pokemon/151/poliwag-60,sv3pt5-60,516249,singles,
2026-08-23T17:19:56+02:00,,397,Kurata So,kurata-so,MEW 61,61,733656,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2540,https://images.tcggo.com/tcggo/storage/2554/poliwhirl-mew-61-151-pokemon.png,https://www.tcggo.com/external/cm/2540,https://www.tcggo.com/external/tcgplayer/2540,Poliwhirl,Poliwhirl 61,0.14,0.09,2645,EUR,[],,,,,,,,,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2.36,0.18,Common,poliwhirl,Pokémon,https://www.tcggo.com/pokemon/151/poliwhirl-61,sv3pt5-61,516250,singles,
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,MEW 71,71,733666,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,150,2541,https://images.tcggo.com/tcggo/storage/2555/victreebel-mew-71-151-pokemon.png,https://www.tcggo.com/external/cm/2541,https://www.tcggo.com/external/tcgplayer/2541,Victreebel,Victreebel 71,0.07,0.06,10579,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,victreebel,Pokémon,https://www.tcggo.com/pokemon/151/victreebel-71,sv3pt5-71,516564,singles,
2026-08-23T17:19:56+02:00,,510,Nurikabe,nurikabe,MEW 78,78,733673,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,100,2542,https://images.tcggo.com/tcggo/storage/2556/rapidash-mew-78-151-pokemon.png,https://www.tcggo.com/external/cm/2542,https://www.tcggo.com/external/tcgplayer/2542,Rapidash,Rapidash 78,0.06,0.05,10758,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.13,Uncommon,rapidash,Pokémon,https://www.tcggo.com/pokemon/151/rapidash-78,sv3pt5-78,516607,singles,
2026-08-23T17:19:56+02:00,,401,Yuka Morii,yuka-morii,MEW 82,82,733677,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2543,https://images.tcggo.com/tcggo/storage/2557/magneton-mew-82-151-pokemon.png,https://www.tcggo.com/external/cm/2543,https://www.tcggo.com/external/tcgplayer/2543,Magneton,Magneton 82,0.07,0.08,10764,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.15,Uncommon,magneton,Pokémon,https://www.tcggo.com/pokemon/151/magneton-82,sv3pt5-82,516649,singles,
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,MEW 85,85,733680,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,100,2544,https://images.tcggo.com/tcggo/storage/2558/dodrio-mew-85-151-pokemon.png,https://www.tcggo.com/external/cm/2544,https://www.tcggo.com/external/tcgplayer/2544,Dodrio,Dodrio 85,23.51,24.46,147,EUR,[],,,,,,,,,0.02,0.02,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.1,0.21,rare,dodrio,Pokémon,https://www.tcggo.com/pokemon/151/dodrio-85,sv3pt5-85,516654,singles,
2026-08-23T17:19:56+02:00,,441,Tomokazu Komiya,tomokazu-komiya,MEW 92,92,733687,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,50,2545,https://images.tcggo.com/tcggo/storage/2559/gastly-mew-92-151-pokemon.png,https://www.tcggo.com/external/cm/2545,https://www.tcggo.com/external/tcgplayer/2545,Gastly,Gastly 92,0.06,0.05,12422,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.3,0.15,Common,gastly,Pokémon,https://www.tcggo.com/pokemon/151/gastly-92,sv3pt5-92,516661,singles,
2026-08-23T17:19:56+02:00,,441,Tomokazu Komiya,tomokazu-komiya,MEW 94,94,733689,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,130,2546,https://images.tcggo.com/tcggo/storage/2560/gengar-mew-94-151-pokemon.png,https://www.tcggo.com/external/cm/2546,https://www.tcggo.com/external/tcgplayer/2546,Gengar,Gengar 94,0.84,0.86,,EUR,[],,,,,,,,,0.17,0.1,0.2,0.25,0.25,0.17,0.09,0.09,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,7.39,2.56,rare,gengar,Pokémon,https://www.tcggo.com/pokemon/151/gengar-94,sv3pt5-94,516663,singles,
2026-08-23T17:19:56+02:00,,521,Shin Nagasawa,shin-nagasawa,MEW 95,95,733690,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,120,2547,https://images.tcggo.com/tcggo/storage/2561/onix-mew-95-151-pokemon.png,https://www.tcggo.com/external/cm/2547,https://www.tcggo.com/external/tcgplayer/2547,Onix,Onix 95,0.08,0.08,7659,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.26,0.14,Uncommon,onix,Pokémon,https://www.tcggo.com/pokemon/151/onix-95,sv3pt5-95,516664,singles,
2026-08-23T17:19:56+02:00,,460,Atsushi Furusawa,atsushi-furusawa,MEW 58,58,733653,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2548,https://images.tcggo.com/tcggo/storage/2562/growlithe-mew-58-151-pokemon.png,https://www.tcggo.com/external/cm/2548,https://www.tcggo.com/external/tcgplayer/2548,Growlithe,Growlithe 58,0.06,0.05,14169,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.14,Common,growlithe,Pokémon,https://www.tcggo.com/pokemon/151/growlithe-58,sv3pt5-58,516247,singles,
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,MEW 64,64,733659,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2549,https://images.tcggo.com/tcggo/storage/2563/kadabra-mew-64-151-pokemon.png,https://www.tcggo.com/external/cm/2549,https://www.tcggo.com/external/tcgplayer/2549,Kadabra,Kadabra 64,0.07,0.07,10463,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.17,Uncommon,kadabra,Pokémon,https://www.tcggo.com/pokemon/151/kadabra-64,sv3pt5-64,516269,singles,
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,MEW 66,66,733661,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2550,https://images.tcggo.com/tcggo/storage/2564/machop-mew-66-151-pokemon.png,https://www.tcggo.com/external/cm/2550,https://www.tcggo.com/external/tcgplayer/2550,Machop,Machop 66,0.06,0.05,14688,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.24,0.13,Common,machop,Pokémon,https://www.tcggo.com/pokemon/151/machop-66,sv3pt5-66,516382,singles,
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,MEW 69,69,733664,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2551,https://images.tcggo.com/tcggo/storage/2565/bellsprout-mew-69-151-pokemon.png,https://www.tcggo.com/external/cm/2551,https://www.tcggo.com/external/tcgplayer/2551,Bellsprout,Bellsprout 69,0.05,0.05,14781,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,bellsprout,Pokémon,https://www.tcggo.com/pokemon/151/bellsprout-69,sv3pt5-69,516560,singles,
2026-08-23T17:19:56+02:00,,449,miki kudo,miki-kudo,MEW 72,72,733667,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2552,https://images.tcggo.com/tcggo/storage/2566/tentacool-mew-72-151-pokemon.png,https://www.tcggo.com/external/cm/2552,https://www.tcggo.com/external/tcgplayer/2552,Tentacool,Tentacool 72,0.05,0.04,14911,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.21,0.12,Common,tentacool,Pokémon,https://www.tcggo.com/pokemon/151/tentacool-72,sv3pt5-72,516565,singles,
2026-08-23T17:19:56+02:00,,449,miki kudo,miki-kudo,MEW 73,73,733668,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,120,2553,https://images.tcggo.com/tcggo/storage/2567/tentacruel-mew-73-151-pokemon.png,https://www.tcggo.com/external/cm/2553,https://www.tcggo.com/external/tcgplayer/2553,Tentacruel,Tentacruel 73,0.08,0.05,10155,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Uncommon,tentacruel,Pokémon,https://www.tcggo.com/pokemon/151/tentacruel-73,sv3pt5-73,516567,singles,
2026-08-23T17:19:56+02:00,,428,Uta,uta,MEW 76,76,733671,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,330,2554,https://images.tcggo.com/tcggo/storage/2568/golem-ex-mew-76-151-pokemon.png,https://www.tcggo.com/external/cm/2554,https://www.tcggo.com/external/tcgplayer/2554,Golem ex,Golem ex 76,1.67,1.78,880,EUR,[],,,,,,,,,0.3,1,1,3,3,0.3,0.99,0.99,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.94,1,Double Rare,golem-ex,Pokémon,https://www.tcggo.com/pokemon/151/golem-ex-76,sv3pt5-76,516574,singles,
2026-08-23T17:19:56+02:00,,510,Nurikabe,nurikabe,MEW 77,77,733672,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2555,https://images.tcggo.com/tcggo/storage/2569/ponyta-mew-77-151-pokemon.png,https://www.tcggo.com/external/cm/2555,https://www.tcggo.com/external/tcgplayer/2555,Ponyta,Ponyta 77,0.04,0.04,15182,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.19,0.13,Common,ponyta,Pokémon,https://www.tcggo.com/pokemon/151/ponyta-77,sv3pt5-77,516601,singles,
2026-08-23T17:19:56+02:00,,394,OKACHEKE,okacheke,MEW 79,79,733674,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,80,2556,https://images.tcggo.com/tcggo/storage/2570/slowpoke-mew-79-151-pokemon.png,https://www.tcggo.com/external/cm/2556,https://www.tcggo.com/external/tcgplayer/2556,Slowpoke,Slowpoke 79,0.06,0.06,13714,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.32,0.15,Common,slowpoke,Pokémon,https://www.tcggo.com/pokemon/151/slowpoke-79,sv3pt5-79,516650,singles,
2026-08-23T17:19:56+02:00,,537,KG-2000,kg-2000,MEW 83,83,733678,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2557,https://images.tcggo.com/tcggo/storage/2571/farfetchd-mew-83-151-pokemon.png,https://www.tcggo.com/external/cm/2557,https://www.tcggo.com/external/tcgplayer/2557,Farfetch'd,Farfetch'd 83,0.04,0.04,14811,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.2,0.13,Common,farfetchd,Pokémon,https://www.tcggo.com/pokemon/151/farfetchd-83,sv3pt5-83,516652,singles,
2026-08-23T17:19:56+02:00,,363,Anesaki Dynamic,anesaki-dynamic,MEW 84,84,733679,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,70,2558,https://images.tcggo.com/tcggo/storage/2572/doduo-mew-84-151-pokemon.png,https://www.tcggo.com/external/cm/2558,https://www.tcggo.com/external/tcgplayer/2558,Doduo,Doduo 84,0.06,0.06,13750,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.22,0.13,Common,doduo,Pokémon,https://www.tcggo.com/pokemon/151/doduo-84,sv3pt5-84,516653,singles,
2026-08-23T17:19:56+02:00,,416,Mina Nakai,mina-nakai,MEW 56,56,733651,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,60,2559,https://images.tcggo.com/tcggo/storage/2573/mankey-mew-56-151-pokemon.png,https://www.tcggo.com/external/cm/2559,https://www.tcggo.com/external/tcgplayer/2559,Mankey,Mankey 56,0.05,0.04,15801,EUR,[],,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.16,0.13,Common,mankey,Pokémon,https://www.tcggo.com/pokemon/151/mankey-56,sv3pt5-56,516242,singles,
2026-08-23T17:19:56+02:00,,375,Mitsuhiro Arita,mitsuhiro-arita,MEW 63,63,733658,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,50,2560,https://images.tcggo.com/tcggo/storage/2574/abra-mew-63-151-pokemon.png,https://www.tcggo.com/external/cm/2560,https://www.tcggo.com/external/tcgplayer/2560,Abra,Abra 63,0.05,0.04,14008,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.26,0.13,Common,abra,Pokémon,https://www.tcggo.com/pokemon/151/abra-63,sv3pt5-63,516268,singles,
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,MEW 67,67,733662,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,100,2561,https://images.tcggo.com/tcggo/storage/2575/machoke-mew-67-151-pokemon.png,https://www.tcggo.com/external/cm/2561,https://www.tcggo.com/external/tcgplayer/2561,Machoke,Machoke 67,0.07,0.07,10170,EUR,[],,,,,,,,,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.18,0.13,Uncommon,machoke,Pokémon,https://www.tcggo.com/pokemon/151/machoke-67,sv3pt5-67,516383,singles,
2026-08-23T17:19:56+02:00,,518,Ryuta Fuse,ryuta-fuse,MEW 68,68,733663,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,180,2562,https://images.tcggo.com/tcggo/storage/2576/machamp-mew-68-151-pokemon.png,https://www.tcggo.com/external/cm/2562,https://www.tcggo.com/external/tcgplayer/2562,Machamp,Machamp 68,0.18,0.18,,EUR,[],,,,,,,,,0.02,0.04,0.04,0.1,0.1,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,0.79,0.22,rare,machamp,Pokémon,https://www.tcggo.com/pokemon/151/machamp-68,sv3pt5-68,516385,singles,
2026-08-23T17:19:56+02:00,,386,Jerky,jerky,MEW 70,70,733665,165,207,MEW,Pokémon,pokemon,16,https://images.tcggo.com/tcggo/storage/2496/151-logo.png,151,EUR,1769.91,EUR,1756.61,2023-09-22,1,Scarlet & Violet,scarlet-violet,151,90,2563,https://images.tcggo.com/tcggo/storage/2577/weepinbell-mew-70-151-pokemon.png,https://www.tcggo.com/external/cm/2563,https://www.tcggo.com/external/tcgplayer/2563,Weepinbell,Weepinbell 70,0.12,0.13,2971,EUR,[],,,,,,,,,0.02,0.02,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1.25,0.15,Common,weepinbell,Pokémon,https://www.tcggo.com/pokemon/151/weepinbell-70,sv3pt5-70,516563,singles,
