captured_at,sort_price_field,artist,artist.id,artist.name,artist.slug,card_code_number,card_number,cardmarket_id,episode.cards_printed_total,episode.cards_total,episode.code,episode.game.name,episode.game.slug,episode.id,episode.logo,episode.name,episode.prices.cardmarket.currency,episode.prices.cardmarket.total,episode.prices.tcgplayer.currency,episode.prices.tcgplayer.total,episode.released_at,episode.series.id,episode.series.name,episode.series.slug,episode.slug,hp,id,image,links.cardmarket,links.tcgplayer,name,name_numbered,prices.cardmarket.30d_average,prices.cardmarket.7d_average,prices.cardmarket.available_items,prices.cardmarket.currency,prices.cardmarket.graded,prices.cardmarket.lowest_near_mint,prices.cardmarket.lowest_near_mint_DE,prices.cardmarket.lowest_near_mint_DE_EU_only,prices.cardmarket.lowest_near_mint_ES,prices.cardmarket.lowest_near_mint_ES_EU_only,prices.cardmarket.lowest_near_mint_EU_only,prices.cardmarket.lowest_near_mint_FR,prices.cardmarket.lowest_near_mint_FR_EU_only,prices.cardmarket.lowest_near_mint_IT,prices.cardmarket.lowest_near_mint_IT_EU_only,prices.ebay.currency,prices.ebay.graded.ace.10.median_price,prices.ebay.graded.ace.10.sample_size,prices.ebay.graded.ace.9.median_price,prices.ebay.graded.ace.9.sample_size,prices.ebay.graded.psa.10.median_price,prices.ebay.graded.psa.10.sample_size,prices.tcg_player.currency,prices.tcg_player.market_price,rarity,slug,supertype,tcggo_url,tcgid,tcgplayer_id,type
2026-08-17T14:43:18+02:00,lowest_near_mint,,417,satoma,satoma,PBL 22,22,895810,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49791,https://images.tcggo.com/tcggo/storage/38147/palafin-22-pitch-black.png,https://www.tcggo.com/external/cm/49791,https://www.tcggo.com/external/tcgplayer/49791,Palafin,Palafin 22,0.03,0.03,5224,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.1,Uncommon,palafin,,https://www.tcggo.com/pokemon/pitch-black/palafin-4,PBL-22,704779,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,422,Dsuke,dsuke,PBL 23,23,895811,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49792,https://images.tcggo.com/tcggo/storage/38148/electrike-23-pitch-black.png,https://www.tcggo.com/external/cm/49792,https://www.tcggo.com/external/tcgplayer/49792,Electrike,Electrike 23,0.04,0.03,5392,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Common,electrike,,https://www.tcggo.com/pokemon/pitch-black/electrike-29,PBL-23,704780,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,419,Uninori,uninori,PBL 24,24,895812,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49793,https://images.tcggo.com/tcggo/storage/38149/manectric-24-pitch-black.png,https://www.tcggo.com/external/cm/49793,https://www.tcggo.com/external/tcgplayer/49793,Manectric,Manectric 24,0.04,0.03,4693,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Uncommon,manectric,,https://www.tcggo.com/pokemon/pitch-black/manectric-29,PBL-24,704781,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,1069,Kazuhisa Uragami,kazuhisa-uragami,PBL 25,25,895813,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49794,https://images.tcggo.com/tcggo/storage/38150/charjabug-25-pitch-black.png,https://www.tcggo.com/external/cm/49794,https://www.tcggo.com/external/tcgplayer/49794,Charjabug,Charjabug 25,0.03,0.02,4596,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,charjabug,,https://www.tcggo.com/pokemon/pitch-black/charjabug-6,PBL-25,704782,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,382,KEIICHIRO ITO,keiichiro-ito,PBL 26,26,895814,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49795,https://images.tcggo.com/tcggo/storage/38151/vikavolt-26-pitch-black.png,https://www.tcggo.com/external/cm/49795,https://www.tcggo.com/external/tcgplayer/49795,Vikavolt,Vikavolt 26,0.04,0.03,4635,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Uncommon,vikavolt,,https://www.tcggo.com/pokemon/pitch-black/vikavolt-6,PBL-26,704783,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,769,mashu,mashu,PBL 28,28,895815,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49797,https://images.tcggo.com/tcggo/storage/38153/miraidon-28-pitch-black.png,https://www.tcggo.com/external/cm/49797,https://www.tcggo.com/external/tcgplayer/49797,Miraidon,Miraidon 28,0.07,0.06,2871,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,rare,miraidon,,https://www.tcggo.com/pokemon/pitch-black/miraidon-6,PBL-28,704785,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,494,Nelnal,nelnal,PBL 29,29,895816,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49798,https://images.tcggo.com/tcggo/storage/38154/slowpoke-29-pitch-black.png,https://www.tcggo.com/external/cm/49798,https://www.tcggo.com/external/tcgplayer/49798,Slowpoke,Slowpoke 29,0.05,0.04,3942,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Common,slowpoke,,https://www.tcggo.com/pokemon/pitch-black/slowpoke-35,PBL-29,704786,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,1071,CHORISO,choriso,PBL 30,30,895817,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49799,https://images.tcggo.com/tcggo/storage/38155/slowbro-30-pitch-black.png,https://www.tcggo.com/external/cm/49799,https://www.tcggo.com/external/tcgplayer/49799,Slowbro,Slowbro 30,0.04,0.03,5002,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Uncommon,slowbro,,https://www.tcggo.com/pokemon/pitch-black/slowbro-17,PBL-30,704787,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,1068,Yoshimoto Yoshimon,yoshimoto-yoshimon,PBL 32,32,895819,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49801,https://images.tcggo.com/tcggo/storage/38157/jynx-32-pitch-black.png,https://www.tcggo.com/external/cm/49801,https://www.tcggo.com/external/tcgplayer/49801,Jynx,Jynx 32,0.03,0.03,3815,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,jynx,,https://www.tcggo.com/pokemon/pitch-black/jynx-16,PBL-32,704789,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,502,Bun Toujo,bun-toujo,PBL 33,33,895820,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49802,https://images.tcggo.com/tcggo/storage/38158/shuppet-33-pitch-black.png,https://www.tcggo.com/external/cm/49802,https://www.tcggo.com/external/tcgplayer/49802,Shuppet,Shuppet 33,0.09,0.08,3417,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.24,Common,shuppet,,https://www.tcggo.com/pokemon/pitch-black/shuppet-16,PBL-33,704790,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,451,Mugi Hamada,mugi-hamada,PBL 34,34,895821,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49803,https://images.tcggo.com/tcggo/storage/38159/banette-34-pitch-black.png,https://www.tcggo.com/external/cm/49803,https://www.tcggo.com/external/tcgplayer/49803,Banette,Banette 34,0.09,0.06,4451,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.33,Uncommon,banette,,https://www.tcggo.com/pokemon/pitch-black/banette-16,PBL-34,704791,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,444,danciao,danciao,PBL 35,35,895822,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49804,https://images.tcggo.com/tcggo/storage/38160/spiritomb-35-pitch-black.png,https://www.tcggo.com/external/cm/49804,https://www.tcggo.com/external/tcgplayer/49804,Spiritomb,Spiritomb 35,0.15,0.12,2522,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.26,rare,spiritomb,,https://www.tcggo.com/pokemon/pitch-black/spiritomb-19,PBL-35,704792,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,359,HYOGONOSUKE,hyogonosuke,PBL 36,36,895823,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49805,https://images.tcggo.com/tcggo/storage/38161/litwick-36-pitch-black.png,https://www.tcggo.com/external/cm/49805,https://www.tcggo.com/external/tcgplayer/49805,Litwick,Litwick 36,0.05,0.05,3578,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,litwick,,https://www.tcggo.com/pokemon/pitch-black/litwick-23,PBL-36,704793,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,381,sowsow,sowsow,PBL 37,37,895824,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49806,https://images.tcggo.com/tcggo/storage/38162/lampent-37-pitch-black.png,https://www.tcggo.com/external/cm/49806,https://www.tcggo.com/external/tcgplayer/49806,Lampent,Lampent 37,0.04,0.04,4435,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Uncommon,lampent,,https://www.tcggo.com/pokemon/pitch-black/lampent-20,PBL-37,704794,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,380,5ban Graphics,5ban-graphics,PBL 38,38,895786,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49807,https://images.tcggo.com/tcggo/storage/38163/mega-chandelure-ex-38-pitch-black.png,https://www.tcggo.com/external/cm/49807,https://www.tcggo.com/external/tcgplayer/49807,Mega Chandelure ex,Mega Chandelure ex 38,0.83,0.8,1005,EUR,[],0.02,0.28,0.28,1,1,0.02,0.3,0.3,0.1,0.1,,,,,,,,EUR,0.62,Double Rare,mega-chandelure-ex,,https://www.tcggo.com/pokemon/pitch-black/mega-chandelure-ex,PBL-38,704795,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,392,Oku,oku,PBL 39,39,895825,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49808,https://images.tcggo.com/tcggo/storage/38164/dhelmise-39-pitch-black.png,https://www.tcggo.com/external/cm/49808,https://www.tcggo.com/external/tcgplayer/49808,Dhelmise,Dhelmise 39,0.18,0.11,3664,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.23,Uncommon,dhelmise,,https://www.tcggo.com/pokemon/pitch-black/dhelmise-11,PBL-39,704796,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,784,Nakamura Ippan,nakamura-ippan,PBL 40,40,895826,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49809,https://images.tcggo.com/tcggo/storage/38165/marshadow-40-pitch-black.png,https://www.tcggo.com/external/cm/49809,https://www.tcggo.com/external/tcgplayer/49809,Marshadow,Marshadow 40,0.03,0.03,3798,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,Uncommon,marshadow,,https://www.tcggo.com/pokemon/pitch-black/marshadow-5,PBL-40,704797,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,487,Haru Akasaka,haru-akasaka,PBL 41,41,895827,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49810,https://images.tcggo.com/tcggo/storage/38166/annihilape-41-pitch-black.png,https://www.tcggo.com/external/cm/49810,https://www.tcggo.com/external/tcgplayer/49810,Annihilape,Annihilape 41,0.03,0.03,3791,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.17,Uncommon,annihilape,,https://www.tcggo.com/pokemon/pitch-black/annihilape-3,PBL-41,704798,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,401,Yuka Morii,yuka-morii,PBL 42,42,895828,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49811,https://images.tcggo.com/tcggo/storage/38167/mankey-42-pitch-black.png,https://www.tcggo.com/external/cm/49811,https://www.tcggo.com/external/tcgplayer/49811,Mankey,Mankey 42,0.03,0.03,5390,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Common,mankey,,https://www.tcggo.com/pokemon/pitch-black/mankey-20,PBL-42,704799,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,373,GOSSAN,gossan,PBL 43,43,895829,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49812,https://images.tcggo.com/tcggo/storage/38168/primeape-43-pitch-black.png,https://www.tcggo.com/external/cm/49812,https://www.tcggo.com/external/tcgplayer/49812,Primeape,Primeape 43,0.03,0.03,4307,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.14,Common,primeape,,https://www.tcggo.com/pokemon/pitch-black/primeape-19,PBL-43,704800,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,456,Hideki Ishikawa,hideki-ishikawa,PBL 44,44,895830,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49813,https://images.tcggo.com/tcggo/storage/38169/cranidos-44-pitch-black.png,https://www.tcggo.com/external/cm/49813,https://www.tcggo.com/external/tcgplayer/49813,Cranidos,Cranidos 44,0.04,0.04,3935,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.16,Common,cranidos,,https://www.tcggo.com/pokemon/pitch-black/cranidos-4,PBL-44,704801,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,460,Atsushi Furusawa,atsushi-furusawa,PBL 46,46,895832,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49815,https://images.tcggo.com/tcggo/storage/38171/drilbur-46-pitch-black.png,https://www.tcggo.com/external/cm/49815,https://www.tcggo.com/external/tcgplayer/49815,Drilbur,Drilbur 46,0.07,0.06,4182,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.19,Common,drilbur,,https://www.tcggo.com/pokemon/pitch-black/drilbur-15,PBL-46,704803,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,414,kodama,kodama,PBL 47,47,895833,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49816,https://images.tcggo.com/tcggo/storage/38172/koraidon-47-pitch-black.png,https://www.tcggo.com/external/cm/49816,https://www.tcggo.com/external/tcgplayer/49816,Koraidon,Koraidon 47,0.07,0.06,2926,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.22,rare,koraidon,,https://www.tcggo.com/pokemon/pitch-black/koraidon-6,PBL-47,704804,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,443,Shiburingaru,shiburingaru,PBL 49,49,895834,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49818,https://images.tcggo.com/tcggo/storage/38174/vullaby-49-pitch-black.png,https://www.tcggo.com/external/cm/49818,https://www.tcggo.com/external/tcgplayer/49818,Vullaby,Vullaby 49,0.03,0.03,4046,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.2,Common,vullaby,,https://www.tcggo.com/pokemon/pitch-black/vullaby-11,PBL-49,704806,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,395,Nisota Niso,nisota-niso,PBL 50,50,895835,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49819,https://images.tcggo.com/tcggo/storage/38175/mandibuzz-50-pitch-black.png,https://www.tcggo.com/external/cm/49819,https://www.tcggo.com/external/tcgplayer/49819,Mandibuzz,Mandibuzz 50,0.03,0.03,4068,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.14,Common,mandibuzz,,https://www.tcggo.com/pokemon/pitch-black/mandibuzz-10,PBL-50,704807,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,473,Yuriko Akase,yuriko-akase,PBL 51,51,895836,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49820,https://images.tcggo.com/tcggo/storage/38176/inkay-51-pitch-black.png,https://www.tcggo.com/external/cm/49820,https://www.tcggo.com/external/tcgplayer/49820,Inkay,Inkay 51,0.03,0.03,3959,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,inkay,,https://www.tcggo.com/pokemon/pitch-black/inkay-15,PBL-51,704808,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,463,Naoki Saito,naoki-saito,PBL 52,52,895837,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49821,https://images.tcggo.com/tcggo/storage/38177/malamar-52-pitch-black.png,https://www.tcggo.com/external/cm/49821,https://www.tcggo.com/external/tcgplayer/49821,Malamar,Malamar 52,0.03,0.03,3969,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.16,Uncommon,malamar,,https://www.tcggo.com/pokemon/pitch-black/malamar-11,PBL-52,704809,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,442,Krgc,krgc,PBL 53,53,895838,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49822,https://images.tcggo.com/tcggo/storage/38178/nickit-53-pitch-black.png,https://www.tcggo.com/external/cm/49822,https://www.tcggo.com/external/tcgplayer/49822,Nickit,Nickit 53,0.03,0.03,3960,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,nickit,,https://www.tcggo.com/pokemon/pitch-black/nickit-8,PBL-53,704810,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,472,GOTO minori,goto-minori,PBL 54,54,895839,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49823,https://images.tcggo.com/tcggo/storage/38179/thievul-54-pitch-black.png,https://www.tcggo.com/external/cm/49823,https://www.tcggo.com/external/tcgplayer/49823,Thievul,Thievul 54,0.03,0.03,4868,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.18,Uncommon,thievul,,https://www.tcggo.com/pokemon/pitch-black/thievul-7,PBL-54,704811,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,468,matazo,matazo,PBL 56,56,895841,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49825,https://images.tcggo.com/tcggo/storage/38181/zarude-56-pitch-black.png,https://www.tcggo.com/external/cm/49825,https://www.tcggo.com/external/tcgplayer/49825,Zarude,Zarude 56,0.07,0.07,2872,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.21,rare,zarude,,https://www.tcggo.com/pokemon/pitch-black/zarude-8,PBL-56,704813,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,513,ryoma uratsuka,ryoma-uratsuka,PBL 57,57,895842,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49826,https://images.tcggo.com/tcggo/storage/38182/maschiff-57-pitch-black.png,https://www.tcggo.com/external/cm/49826,https://www.tcggo.com/external/tcgplayer/49826,Maschiff,Maschiff 57,0.03,0.03,4004,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,maschiff,,https://www.tcggo.com/pokemon/pitch-black/maschiff-4,PBL-57,704814,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,408,kawayoo,kawayoo,PBL 58,58,895843,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49827,https://images.tcggo.com/tcggo/storage/38183/mabosstiff-58-pitch-black.png,https://www.tcggo.com/external/cm/49827,https://www.tcggo.com/external/tcgplayer/49827,Mabosstiff,Mabosstiff 58,0.03,0.03,3910,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.19,Common,mabosstiff,,https://www.tcggo.com/pokemon/pitch-black/mabosstiff-2,PBL-58,704815,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,766,IKEDA Saki,ikeda-saki,PBL 59,59,895844,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49828,https://images.tcggo.com/tcggo/storage/38184/chi-yu-59-pitch-black.png,https://www.tcggo.com/external/cm/49828,https://www.tcggo.com/external/tcgplayer/49828,Chi-Yu,Chi-Yu 59,0.09,0.08,2706,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,EUR,0.2,rare,chi-yu,,https://www.tcggo.com/pokemon/pitch-black/chi-yu-4,PBL-59,704816,singles
2026-08-17T14:43:18+02:00,lowest_near_mint,,363,Anesaki Dynamic,anesaki-dynamic,PBL 60,60,895845,0,0,PBL,Pokémon,pokemon,415,https://images.tcggo.com/tcggo/storage/34402/pitch_black_logo.png,Pitch Black,EUR,687.55,EUR,739.84,2026-07-17,17,Mega Evolution,mega-evolution,pitch-black,,49829,https://images.tcggo.com/tcggo/storage/38185/skarmory-60-pitch-black.png,https://www.tcggo.com/external/cm/49829,https://www.tcggo.com/external/tcgplayer/49829,Skarmory,Skarmory 60,0.03,0.03,4822,EUR,[],0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,EUR,0.15,Common,skarmory,,https://www.tcggo.com/pokemon/pitch-black/skarmory-25,PBL-60,704817,singles
